ds,y_hat,y_lower,y_upper,y
2017.06.29,1.13762,1.14446,1.13736,1.14393
2017.06.30,1.14400,1.14444,1.13914,1.14203
2017.07.03,1.14181,1.14259,1.13543,1.13630
2017.07.04,1.13629,1.13762,1.13354,1.13420
2017.07.05,1.13416,1.13677,1.13117,1.13501
2017.07.06,1.13507,1.14241,1.13291,1.14218
2017.07.07,1.14223,1.14392,1.13790,1.14000
2017.07.10,1.13973,1.14173,1.13809,1.13986
2017.07.11,1.13984,1.14789,1.13820,1.14658
2017.07.12,1.14657,1.14887,1.13908,1.14108
2017.07.13,1.14108,1.14551,1.13698,1.13968
2017.07.14,1.13968,1.14712,1.13907,1.14665
2017.07.17,1.14713,1.14864,1.14340,1.14769
2017.07.18,1.14770,1.15824,1.14707,1.15529
2017.07.19,1.15530,1.15562,1.15092,1.15143
2017.07.20,1.15143,1.16574,1.14785,1.16298
2017.07.21,1.16298,1.16820,1.16182,1.16625
2017.07.24,1.16620,1.16835,1.16251,1.16396
2017.07.25,1.16396,1.17115,1.16301,1.16453
2017.07.26,1.16456,1.17390,1.16117,1.17317
2017.07.27,1.17316,1.17759,1.16493,1.16748
2017.07.28,1.16749,1.17634,1.16705,1.17488
2017.07.31,1.17451,1.18447,1.17223,1.18401
2017.08.01,1.18403,1.18434,1.17843,1.18005
2017.08.02,1.18006,1.19093,1.17930,1.18545
2017.08.03,1.18546,1.18923,1.18298,1.18683
2017.08.04,1.18686,1.18885,1.17274,1.17724
2017.08.07,1.17717,1.18133,1.17691,1.17942
2017.08.08,1.17944,1.18230,1.17145,1.17502
2017.08.09,1.17491,1.17630,1.16882,1.17583
2017.08.10,1.17583,1.17844,1.17033,1.17696
2017.08.11,1.17711,1.18464,1.17478,1.18206
2017.08.14,1.18206,1.18377,1.17692,1.17796
2017.08.15,1.17796,1.17920,1.16865,1.17328
2017.08.16,1.17338,1.17780,1.16806,1.17663
2017.08.17,1.17662,1.17892,1.16617,1.17218
2017.08.18,1.17216,1.17737,1.17078,1.17584
2017.08.21,1.17543,1.18273,1.17305,1.18139
2017.08.22,1.18145,1.18236,1.17444,1.17604
2017.08.23,1.17604,1.18223,1.17395,1.18053
2017.08.24,1.18057,1.18170,1.17834,1.17981
2017.08.25,1.17983,1.19404,1.17725,1.19211
2017.08.28,1.19427,1.19829,1.19162,1.19780
2017.08.29,1.19779,1.20693,1.19458,1.19709
2017.08.30,1.19709,1.19837,1.18800,1.18826
2017.08.31,1.18825,1.19120,1.18222,1.19082
2017.09.01,1.19083,1.19789,1.18494,1.18617
2017.09.04,1.18835,1.19212,1.18728,1.18917
2017.09.05,1.18914,1.19399,1.18675,1.19115
2017.09.06,1.19118,1.19493,1.19021,1.19155
2017.09.07,1.19157,1.20586,1.19133,1.20199
2017.09.08,1.20211,1.20916,1.20141,1.20312
2017.09.11,1.20149,1.20286,1.19471,1.19501
2017.09.12,1.19511,1.19776,1.19256,1.19649
2017.09.13,1.19650,1.19941,1.18722,1.18838
2017.09.14,1.18839,1.19217,1.18370,1.19169
2017.09.15,1.19168,1.19864,1.19001,1.19453
2017.09.18,1.19206,1.19687,1.19142,1.19492
2017.09.19,1.19476,1.20058,1.19476,1.19926
2017.09.20,1.19931,1.20327,1.18605,1.18893
2017.09.21,1.18898,1.19529,1.18649,1.19396
2017.09.22,1.19400,1.20037,1.19354,1.19462
2017.09.25,1.18976,1.19357,1.18314,1.18471
2017.09.26,1.18470,1.18607,1.17567,1.17908
2017.09.27,1.17916,1.17945,1.17164,1.17435
2017.09.28,1.17431,1.18033,1.17204,1.17844
2017.09.29,1.17849,1.18317,1.17718,1.18132
2017.10.02,1.17893,1.18143,1.17294,1.17313
2017.10.03,1.17301,1.17726,1.16955,1.17426
2017.10.04,1.17419,1.17870,1.17343,1.17573
2017.10.05,1.17576,1.17782,1.16982,1.17096
2017.10.06,1.17095,1.17380,1.16687,1.17326
2017.10.09,1.17269,1.17552,1.17188,1.17388
2017.10.10,1.17388,1.18246,1.17380,1.18072
2017.10.11,1.18073,1.18683,1.17944,1.18566
2017.10.12,1.18551,1.18790,1.18262,1.18291
2017.10.13,1.18291,1.18740,1.18047,1.18198
2017.10.16,1.18119,1.18185,1.17798,1.17952
2017.10.17,1.17947,1.17991,1.17353,1.17655
2017.10.18,1.17656,1.18045,1.17295,1.17863
2017.10.19,1.17858,1.18573,1.17673,1.18515
2017.10.20,1.18523,1.18572,1.17618,1.17788
2017.10.23,1.17638,1.17767,1.17242,1.17476
2017.10.24,1.17475,1.17920,1.17420,1.17602
2017.10.25,1.17590,1.18169,1.17523,1.18115
2017.10.26,1.18110,1.18360,1.16397,1.16494
2017.10.27,1.16493,1.16564,1.15737,1.16077
2017.10.29,1.16093,1.16150,1.16041,1.16063
2017.10.30,1.16062,1.16570,1.15930,1.16486
2017.10.31,1.16485,1.16604,1.16244,1.16450
2017.11.01,1.16453,1.16564,1.16056,1.16216
2017.11.02,1.16214,1.16865,1.16122,1.16554
2017.11.03,1.16560,1.16894,1.15984,1.16073
2017.11.06,1.16064,1.16234,1.15795,1.16073
2017.11.07,1.16049,1.16148,1.15534,1.15849
2017.11.08,1.15850,1.16103,1.15782,1.15923
2017.11.09,1.15929,1.16541,1.15848,1.16400
2017.11.10,1.16400,1.16772,1.16221,1.16633
2017.11.13,1.16566,1.16744,1.16366,1.16657
2017.11.14,1.16657,1.18042,1.16607,1.17961
2017.11.15,1.17966,1.18590,1.17840,1.17894
2017.11.16,1.17889,1.18001,1.17561,1.17690
2017.11.17,1.17690,1.18210,1.17645,1.17882
2017.11.20,1.17840,1.18078,1.17216,1.17316
2017.11.21,1.17316,1.17570,1.17125,1.17370
2017.11.22,1.17370,1.18261,1.17316,1.18206
2017.11.23,1.18206,1.18552,1.18124,1.18461
2017.11.24,1.18490,1.19436,1.18360,1.19309
2017.11.27,1.19251,1.19603,1.18948,1.18962
2017.11.28,1.18960,1.19191,1.18261,1.18359
2017.11.29,1.18360,1.18820,1.18166,1.18451
2017.11.30,1.18450,1.19307,1.18082,1.19025
2017.12.01,1.19030,1.19395,1.18500,1.18975
2017.12.04,1.18615,1.18778,1.18284,1.18634
2017.12.05,1.18634,1.18758,1.17999,1.18248
2017.12.06,1.18241,1.18474,1.17799,1.17940
2017.12.07,1.17940,1.18138,1.17711,1.17714
2017.12.08,1.17711,1.17758,1.17293,1.17724
2017.12.11,1.17649,1.18110,1.17620,1.17677
2017.12.12,1.17677,1.17918,1.17168,1.17400
2017.12.13,1.17400,1.18307,1.17286,1.18241
2017.12.14,1.18250,1.18618,1.17700,1.17765
2017.12.15,1.17766,1.18116,1.17482,1.17492
2017.12.18,1.17401,1.18336,1.17372,1.17805
2017.12.19,1.17805,1.18481,1.17759,1.18385
2017.12.20,1.18374,1.19009,1.18281,1.18694
2017.12.21,1.18691,1.18888,1.18486,1.18716
2017.12.22,1.18714,1.18746,1.18161,1.18619
2017.12.26,1.18672,1.18779,1.18458,1.18571
2017.12.27,1.18573,1.19094,1.18543,1.18858
2017.12.28,1.18852,1.19582,1.18852,1.19412
2017.12.29,1.19411,1.20247,1.19354,1.20011
2018.01.02,1.20276,1.20805,1.20230,1.20572
2018.01.03,1.20575,1.20654,1.20006,1.20134
2018.01.04,1.20135,1.20883,1.20037,1.20661
2018.01.05,1.20661,1.20819,1.20198,1.20287
2018.01.08,1.20266,1.20515,1.19550,1.19651
2018.01.09,1.19650,1.19748,1.19148,1.19345
2018.01.10,1.19346,1.20172,1.19226,1.19451
2018.01.11,1.19455,1.20581,1.19286,1.20302
2018.01.12,1.20299,1.22174,1.20293,1.22037
2018.01.15,1.21932,1.22958,1.21868,1.22617
2018.01.16,1.22617,1.22824,1.21943,1.22583
2018.01.17,1.22578,1.23223,1.21762,1.21834
2018.01.18,1.21830,1.22643,1.21644,1.22362
2018.01.19,1.22359,1.22946,1.22142,1.22173
2018.01.22,1.22669,1.22716,1.22131,1.22595
2018.01.23,1.22595,1.23053,1.22222,1.22963
2018.01.24,1.22954,1.24141,1.22923,1.24062
2018.01.25,1.24061,1.25367,1.23630,1.23965
2018.01.26,1.23975,1.24929,1.23694,1.24282
2018.01.29,1.24229,1.24313,1.23359,1.23805
2018.01.30,1.23804,1.24532,1.23341,1.24009
2018.01.31,1.24007,1.24740,1.23863,1.24119
2018.02.01,1.24124,1.25216,1.23846,1.25070
2018.02.02,1.25068,1.25173,1.24086,1.24549
2018.02.05,1.24391,1.24741,1.23618,1.23648
2018.02.06,1.23643,1.24337,1.23131,1.23757
2018.02.07,1.23749,1.24049,1.22449,1.22615
2018.02.08,1.22614,1.22943,1.22113,1.22450
2018.02.09,1.22446,1.22865,1.22047,1.22507
2018.02.12,1.22441,1.22964,1.22343,1.22894
2018.02.13,1.22893,1.23702,1.22837,1.23493
2018.02.14,1.23492,1.24643,1.22751,1.24486
2018.02.15,1.24482,1.25094,1.24472,1.25047
2018.02.16,1.25035,1.25543,1.23924,1.24097
2018.02.19,1.24009,1.24342,1.23683,1.24055
2018.02.20,1.24043,1.24115,1.23189,1.23351
2018.02.21,1.23353,1.23590,1.22803,1.22810
2018.02.22,1.22811,1.23512,1.22590,1.23281
2018.02.23,1.23284,1.23364,1.22790,1.22938
2018.02.26,1.22925,1.23543,1.22770,1.23152
2018.02.27,1.23152,1.23455,1.22208,1.22318
2018.02.28,1.22306,1.22406,1.21871,1.21916
2018.03.01,1.21915,1.22724,1.21538,1.22643
2018.03.02,1.22643,1.23350,1.22506,1.23178
2018.03.05,1.23333,1.23637,1.22681,1.23341
2018.03.06,1.23336,1.24193,1.23272,1.24021
2018.03.07,1.24022,1.24437,1.23840,1.24099
2018.03.08,1.24088,1.24454,1.22972,1.23092
2018.03.09,1.23098,1.23334,1.22722,1.23044
2018.03.11,1.23099,1.23124,1.23060,1.23096
2018.03.12,1.23096,1.23447,1.22895,1.23336
2018.03.13,1.23340,1.24066,1.23137,1.23903
2018.03.14,1.23923,1.24117,1.23464,1.23672
2018.03.15,1.23670,1.23829,1.22995,1.23042
2018.03.16,1.23036,1.23353,1.22593,1.22866
2018.03.18,1.22820,1.22906,1.22810,1.22872
2018.03.19,1.22873,1.23578,1.22572,1.23333
2018.03.20,1.23334,1.23537,1.22390,1.22426
2018.03.21,1.22427,1.23489,1.22409,1.23376
2018.03.22,1.23377,1.23874,1.22843,1.23044
2018.03.23,1.23053,1.23725,1.23053,1.23526
2018.03.26,1.23482,1.24607,1.23482,1.24418
2018.03.27,1.24415,1.24754,1.23718,1.24011
2018.03.28,1.24009,1.24208,1.22994,1.23067
2018.03.29,1.23062,1.23349,1.22831,1.22993
2018.03.30,1.22992,1.23296,1.22892,1.23156
2018.04.02,1.23179,1.23442,1.22810,1.23008
2018.04.03,1.23008,1.23355,1.22528,1.22691
2018.04.04,1.22685,1.23139,1.22563,1.22769
2018.04.05,1.22769,1.22894,1.22175,1.22393
2018.04.06,1.22382,1.22898,1.22145,1.22792
2018.04.09,1.22840,1.23295,1.22594,1.23196
2018.04.10,1.23176,1.23768,1.23019,1.23549
2018.04.11,1.23540,1.23952,1.23461,1.23661
2018.04.12,1.23660,1.23790,1.22988,1.23253
2018.04.13,1.23253,1.23451,1.23063,1.23264
2018.04.16,1.23284,1.23936,1.23234,1.23784
2018.04.17,1.23772,1.24128,1.23351,1.23684
2018.04.18,1.23681,1.23963,1.23411,1.23726
2018.04.19,1.23720,1.23993,1.23283,1.23445
2018.04.20,1.23435,1.23520,1.22487,1.22864
2018.04.23,1.22709,1.22886,1.21967,1.22075
2018.04.24,1.22067,1.22439,1.21809,1.22308
2018.04.25,1.22310,1.22379,1.21592,1.21597
2018.04.26,1.21597,1.22091,1.20956,1.21023
2018.04.27,1.21015,1.21320,1.20546,1.21284
2018.04.30,1.21229,1.21379,1.20636,1.20764
2018.05.01,1.20758,1.20832,1.19807,1.19913
2018.05.02,1.19910,1.20308,1.19371,1.19493
2018.05.03,1.19493,1.20080,1.19470,1.19870
2018.05.04,1.19865,1.19946,1.19101,1.19616
2018.05.07,1.19545,1.19773,1.18967,1.19215
2018.05.08,1.19207,1.19379,1.18373,1.18632
2018.05.09,1.18630,1.18961,1.18219,1.18492
2018.05.10,1.18494,1.19458,1.18421,1.19137
2018.05.11,1.19135,1.19671,1.18904,1.19379
2018.05.14,1.19417,1.19953,1.19253,1.19254
2018.05.15,1.19252,1.19376,1.18194,1.18365
2018.05.16,1.18364,1.18532,1.17626,1.18061
2018.05.17,1.18054,1.18366,1.17756,1.17923
2018.05.18,1.17921,1.18212,1.17491,1.17694
2018.05.21,1.17695,1.17949,1.17158,1.17903
2018.05.22,1.17902,1.18291,1.17557,1.17772
2018.05.23,1.17766,1.17888,1.16751,1.16943
2018.05.24,1.16939,1.17496,1.16899,1.17184
2018.05.25,1.17184,1.17327,1.16442,1.16492
2018.05.28,1.16850,1.17275,1.16066,1.16230
2018.05.29,1.16222,1.16388,1.15091,1.15380
2018.05.30,1.15327,1.16753,1.15178,1.16620
2018.05.31,1.16648,1.17234,1.16402,1.16899
2018.06.01,1.16893,1.17171,1.16162,1.16586
2018.06.04,1.16569,1.17436,1.16555,1.16970
2018.06.05,1.16963,1.17313,1.16518,1.17158
2018.06.06,1.17151,1.17948,1.17076,1.17727
2018.06.07,1.17727,1.18390,1.17717,1.17971
2018.06.08,1.17976,1.18095,1.17263,1.17681
2018.06.11,1.17708,1.18196,1.17702,1.17826
2018.06.12,1.17803,1.18081,1.17322,1.17436
2018.06.13,1.17438,1.18000,1.17240,1.17897
2018.06.14,1.17898,1.18500,1.15621,1.15646
2018.06.15,1.15653,1.16263,1.15425,1.16057
2018.06.18,1.15865,1.16234,1.15646,1.16215
2018.06.19,1.16215,1.16436,1.15299,1.15874
2018.06.20,1.15873,1.15992,1.15353,1.15718
2018.06.21,1.15685,1.16328,1.15071,1.16018
2018.06.22,1.15977,1.16742,1.15976,1.16550
2018.06.25,1.16636,1.17123,1.16277,1.17019
2018.06.26,1.17020,1.17196,1.16341,1.16453
2018.06.27,1.16453,1.16714,1.15398,1.15509
2018.06.28,1.15511,1.15996,1.15265,1.15672
2018.06.29,1.15668,1.16895,1.15573,1.16833
2018.07.02,1.16702,1.16878,1.15905,1.16381
2018.07.03,1.16380,1.16723,1.16197,1.16549
2018.07.04,1.16536,1.16809,1.16298,1.16548
2018.07.05,1.16549,1.17195,1.16492,1.16886
2018.07.06,1.16890,1.17671,1.16793,1.17413
2018.07.09,1.17388,1.17900,1.17319,1.17489
2018.07.10,1.17484,1.17619,1.16895,1.17426
2018.07.11,1.17417,1.17573,1.16646,1.16707
2018.07.12,1.16713,1.16949,1.16490,1.16698
2018.07.13,1.16693,1.16860,1.16122,1.16843
2018.07.16,1.16891,1.17246,1.16749,1.17101
2018.07.17,1.17094,1.17439,1.16488,1.16595
2018.07.18,1.16587,1.16641,1.16014,1.16373
2018.07.19,1.16372,1.16776,1.15741,1.16402
2018.07.20,1.16399,1.17380,1.16255,1.17198
2018.07.23,1.17260,1.17494,1.16829,1.16908
2018.07.24,1.16900,1.17161,1.16538,1.16845
2018.07.25,1.16837,1.17378,1.16631,1.17274
2018.07.26,1.17270,1.17429,1.16395,1.16417
2018.07.27,1.16410,1.16634,1.16196,1.16546
2018.07.30,1.16558,1.17180,1.16473,1.17026
2018.07.31,1.17027,1.17452,1.16828,1.16894
2018.08.01,1.16896,1.16989,1.16565,1.16584
2018.08.02,1.16590,1.16669,1.15811,1.15834
2018.08.03,1.15833,1.16099,1.15595,1.15653
2018.08.06,1.15682,1.15701,1.15294,1.15526
2018.08.07,1.15517,1.16074,1.15491,1.15974
2018.08.08,1.15972,1.16274,1.15724,1.16089
2018.08.09,1.16089,1.16184,1.15249,1.15257
2018.08.10,1.15246,1.15356,1.13872,1.14070
2018.08.13,1.13718,1.14318,1.13642,1.14076
2018.08.14,1.14089,1.14286,1.13293,1.13435
2018.08.15,1.13422,1.13541,1.13002,1.13440
2018.08.16,1.13433,1.14082,1.13349,1.13753
2018.08.17,1.13751,1.14441,1.13656,1.14371
2018.08.20,1.14364,1.14840,1.13935,1.14795
2018.08.21,1.14799,1.16003,1.14788,1.15687
2018.08.22,1.15694,1.16220,1.15525,1.15954
2018.08.23,1.15946,1.15991,1.15290,1.15356
2018.08.24,1.15360,1.16391,1.15341,1.16203
2018.08.27,1.16148,1.16929,1.15937,1.16770
2018.08.28,1.16764,1.17327,1.16616,1.16932
2018.08.29,1.16928,1.17091,1.16513,1.17057
2018.08.30,1.17047,1.17174,1.16410,1.16687
2018.08.31,1.16669,1.16893,1.15838,1.16019
2018.09.03,1.15943,1.16271,1.15882,1.16173
2018.09.04,1.16159,1.16184,1.15295,1.15797
2018.09.05,1.15786,1.16392,1.15420,1.16285
2018.09.06,1.16280,1.16584,1.16046,1.16210
2018.09.07,1.16206,1.16486,1.15499,1.15522
2018.09.10,1.15477,1.16155,1.15255,1.15928
2018.09.11,1.15910,1.16432,1.15646,1.16040
2018.09.12,1.16040,1.16489,1.15693,1.16243
2018.09.13,1.16245,1.17006,1.16084,1.16891
2018.09.14,1.16890,1.17209,1.16199,1.16216
2018.09.17,1.16227,1.16974,1.16173,1.16811
2018.09.18,1.16810,1.17237,1.16515,1.16626
2018.09.19,1.16620,1.17141,1.16491,1.16715
2018.09.20,1.16704,1.17838,1.16684,1.17752
2018.09.21,1.17758,1.18020,1.17322,1.17535
2018.09.24,1.17433,1.18143,1.17233,1.17459
2018.09.25,1.17466,1.17917,1.17302,1.17649
2018.09.26,1.17649,1.17970,1.17253,1.17358
2018.09.27,1.17371,1.17564,1.16382,1.16399
2018.09.28,1.16395,1.16505,1.15688,1.16019
2018.10.01,1.16155,1.16237,1.15629,1.15770
2018.10.02,1.15771,1.15795,1.15046,1.15444
2018.10.03,1.15442,1.15929,1.14636,1.14755
2018.10.04,1.14754,1.15419,1.14626,1.15129
2018.10.05,1.15125,1.15488,1.14833,1.15177
2018.10.08,1.15204,1.15289,1.14593,1.14898
2018.10.09,1.14897,1.15026,1.14315,1.14882
2018.10.10,1.14883,1.15446,1.14792,1.15176
2018.10.11,1.15176,1.15985,1.15174,1.15919
2018.10.12,1.15924,1.16097,1.15339,1.15571
2018.10.15,1.15378,1.16054,1.15370,1.15775
2018.10.16,1.15775,1.16206,1.15651,1.15722
2018.10.17,1.15725,1.15799,1.14954,1.14992
2018.10.18,1.14989,1.15266,1.14483,1.14516
2018.10.19,1.14516,1.15338,1.14323,1.15138
2018.10.22,1.15156,1.15493,1.14550,1.14624
2018.10.23,1.14630,1.14928,1.14385,1.14685
2018.10.24,1.14689,1.14758,1.13787,1.13892
2018.10.25,1.13902,1.14317,1.13555,1.13735
2018.10.26,1.13734,1.14200,1.13350,1.14019
2018.10.28,1.13886,1.14020,1.13886,1.13966
2018.10.29,1.13969,1.14156,1.13599,1.13715
2018.10.30,1.13718,1.13870,1.13398,1.13427
2018.10.31,1.13424,1.13593,1.13014,1.13135
2018.11.01,1.13127,1.14234,1.13120,1.14006
2018.11.02,1.14010,1.14550,1.13714,1.13857
2018.11.05,1.13852,1.14231,1.13527,1.14059
2018.11.06,1.14057,1.14371,1.13907,1.14254
2018.11.07,1.14233,1.14988,1.13938,1.14251
2018.11.08,1.14243,1.14457,1.13508,1.13623
2018.11.09,1.13618,1.13681,1.13158,1.13330
2018.11.12,1.13193,1.13299,1.12148,1.12170
2018.11.13,1.12162,1.12928,1.12158,1.12868
2018.11.14,1.12862,1.13467,1.12625,1.13065
2018.11.15,1.13070,1.13616,1.12699,1.13244
2018.11.16,1.13241,1.14197,1.13208,1.14131
2018.11.19,1.14104,1.14637,1.13932,1.14512
2018.11.20,1.14512,1.14716,1.13581,1.13685
2018.11.21,1.13686,1.14239,1.13605,1.13810
2018.11.22,1.13795,1.14331,1.13791,1.14000
2018.11.23,1.13998,1.14204,1.13269,1.13309
2018.11.26,1.13368,1.13828,1.13244,1.13264
2018.11.27,1.13259,1.13430,1.12767,1.12841
2018.11.28,1.12847,1.13869,1.12664,1.13649
2018.11.29,1.13653,1.14009,1.13479,1.13910
2018.11.30,1.13909,1.13995,1.13047,1.13158
2018.12.03,1.13489,1.13790,1.13186,1.13521
2018.12.04,1.13515,1.14178,1.13177,1.13408
2018.12.05,1.13402,1.13605,1.13098,1.13435
2018.12.06,1.13427,1.14118,1.13203,1.13708
2018.12.07,1.13685,1.14228,1.13597,1.13959
2018.12.10,1.13895,1.14420,1.13497,1.13540
2018.12.11,1.13537,1.13994,1.13056,1.13145
2018.12.12,1.13145,1.13864,1.13142,1.13675
2018.12.13,1.13672,1.13926,1.13305,1.13577
2018.12.14,1.13603,1.13643,1.12692,1.13038
2018.12.17,1.12998,1.13569,1.12977,1.13464
2018.12.18,1.13464,1.14015,1.13359,1.13612
2018.12.19,1.13585,1.14386,1.13585,1.13722
2018.12.20,1.13731,1.14849,1.13693,1.14440
2018.12.21,1.14444,1.14733,1.13553,1.13664
2018.12.24,1.13731,1.14377,1.13599,1.14211
2018.12.26,1.14042,1.14134,1.13419,1.13502
2018.12.27,1.13499,1.14533,1.13499,1.14275
2018.12.28,1.14275,1.14720,1.14244,1.14398
2018.12.31,1.14330,1.14654,1.14208,1.14499
2019.01.02,1.14850,1.14923,1.13245,1.13415
2019.01.03,1.13415,1.14101,1.13083,1.13917
2019.01.04,1.13893,1.14183,1.13452,1.13957
2019.01.07,1.13944,1.14818,1.13944,1.14725
2019.01.08,1.14728,1.14839,1.14220,1.14391
2019.01.09,1.14392,1.15571,1.14363,1.15410
2019.01.10,1.15409,1.15691,1.14840,1.14985
2019.01.11,1.14984,1.15399,1.14573,1.14633
2019.01.14,1.14571,1.14814,1.14499,1.14671
2019.01.15,1.14667,1.14890,1.13813,1.14115
2019.01.16,1.14114,1.14242,1.13772,1.13903
2019.01.17,1.13903,1.14052,1.13693,1.13870
2019.01.18,1.13867,1.14094,1.13525,1.13608
2019.01.21,1.13595,1.13904,1.13562,1.13637
2019.01.22,1.13634,1.13730,1.13353,1.13588
2019.01.23,1.13583,1.13937,1.13500,1.13782
2019.01.24,1.13782,1.13907,1.12886,1.13003
2019.01.25,1.13006,1.14168,1.12993,1.14047
2019.01.28,1.13997,1.14430,1.13894,1.14257
2019.01.29,1.14240,1.14494,1.14105,1.14303
2019.01.30,1.14301,1.15010,1.14054,1.14778
2019.01.31,1.14776,1.15134,1.14350,1.14444
2019.02.01,1.14454,1.14877,1.14336,1.14523
2019.02.04,1.14502,1.14597,1.14235,1.14340
2019.02.05,1.14342,1.14397,1.14003,1.14041
2019.02.06,1.14042,1.14088,1.13602,1.13604
2019.02.07,1.13603,1.13693,1.13233,1.13383
2019.02.08,1.13387,1.13501,1.13203,1.13210
2019.02.11,1.13181,1.13293,1.12666,1.12752
2019.02.12,1.12746,1.13389,1.12569,1.13241
2019.02.13,1.13231,1.13407,1.12592,1.12592
2019.02.14,1.12585,1.13090,1.12484,1.12939
2019.02.15,1.12937,1.13054,1.12334,1.12903
2019.02.18,1.12905,1.13331,1.12880,1.13079
2019.02.19,1.13074,1.13568,1.12748,1.13391
2019.02.20,1.13388,1.13703,1.13243,1.13350
2019.02.21,1.13353,1.13657,1.13183,1.13326
2019.02.22,1.13328,1.13549,1.13154,1.13299
2019.02.25,1.13330,1.13669,1.13273,1.13562
2019.02.26,1.13559,1.14019,1.13445,1.13876
2019.02.27,1.13876,1.14027,1.13616,1.13684
2019.02.28,1.13685,1.14188,1.13585,1.13677
2019.03.01,1.13693,1.14078,1.13526,1.13620
2019.03.04,1.13794,1.13811,1.13084,1.13366
2019.03.05,1.13383,1.13398,1.12888,1.13066
2019.03.06,1.13063,1.13238,1.12847,1.13051
2019.03.07,1.13047,1.13195,1.11756,1.11923
2019.03.08,1.11922,1.12453,1.11845,1.12321
2019.03.10,1.12309,1.12341,1.12298,1.12327
2019.03.11,1.12329,1.12577,1.12211,1.12482
2019.03.12,1.12481,1.13041,1.12466,1.12869
2019.03.13,1.12871,1.13378,1.12766,1.13297
2019.03.14,1.13297,1.13369,1.12934,1.13036
2019.03.15,1.13041,1.13435,1.12991,1.13233
2019.03.17,1.13196,1.13255,1.13196,1.13209
2019.03.18,1.13213,1.13582,1.13183,1.13345
2019.03.19,1.13344,1.13610,1.13330,1.13487
2019.03.20,1.13493,1.14474,1.13348,1.14233
2019.03.21,1.14235,1.14367,1.13419,1.13724
2019.03.22,1.13720,1.13900,1.12725,1.13003
2019.03.24,1.12892,1.12988,1.12880,1.12929
2019.03.25,1.12930,1.13306,1.12883,1.13123
2019.03.26,1.13124,1.13251,1.12623,1.12696
2019.03.27,1.12696,1.12849,1.12414,1.12508
2019.03.28,1.12507,1.12604,1.12129,1.12252
2019.03.29,1.12256,1.12460,1.12091,1.12160
2019.04.01,1.12265,1.12490,1.12032,1.12116
2019.04.02,1.12113,1.12153,1.11830,1.12029
2019.04.03,1.12035,1.12539,1.11996,1.12314
2019.04.04,1.12313,1.12469,1.12053,1.12190
2019.04.05,1.12187,1.12448,1.12094,1.12150
2019.04.08,1.12147,1.12737,1.12106,1.12605
2019.04.09,1.12608,1.12835,1.12545,1.12605
2019.04.10,1.12598,1.12864,1.12288,1.12725
2019.04.11,1.12725,1.12867,1.12493,1.12501
2019.04.12,1.12504,1.13231,1.12504,1.12977
2019.04.15,1.13029,1.13202,1.12968,1.13023
2019.04.16,1.13025,1.13132,1.12791,1.12796
2019.04.17,1.12789,1.13229,1.12781,1.12931
2019.04.18,1.12933,1.13033,1.12255,1.12287
2019.04.19,1.12275,1.12469,1.12269,1.12410
2019.04.22,1.12420,1.12613,1.12351,1.12561
2019.04.23,1.12559,1.12605,1.11916,1.12264
2019.04.24,1.12255,1.12257,1.11399,1.11513
2019.04.25,1.11527,1.11618,1.11170,1.11289
2019.04.26,1.11290,1.11732,1.11103,1.11429
2019.04.29,1.11438,1.11862,1.11434,1.11836
2019.04.30,1.11835,1.12285,1.11750,1.12134
2019.05.01,1.12128,1.12640,1.11865,1.11945
2019.05.02,1.11956,1.12183,1.11699,1.11703
2019.05.03,1.11704,1.12040,1.11343,1.12018
2019.05.06,1.11730,1.12085,1.11687,1.11979
2019.05.07,1.11959,1.12172,1.11658,1.11909
2019.05.08,1.11888,1.12130,1.11821,1.11900
2019.05.09,1.11893,1.12502,1.11727,1.12125
2019.05.10,1.12113,1.12528,1.12113,1.12330
2019.05.13,1.12320,1.12626,1.12205,1.12205
2019.05.14,1.12210,1.12432,1.12005,1.12029
2019.05.15,1.12024,1.12237,1.11772,1.11993
2019.05.16,1.11999,1.12232,1.11655,1.11725
2019.05.17,1.11728,1.11836,1.11545,1.11557
2019.05.20,1.11592,1.11741,1.11499,1.11646
2019.05.21,1.11644,1.11873,1.11413,1.11593
2019.05.22,1.11560,1.11797,1.11479,1.11489
2019.05.23,1.11488,1.11867,1.11059,1.11799
2019.05.24,1.11800,1.12113,1.11714,1.12043
2019.05.27,1.12084,1.12144,1.11861,1.11908
2019.05.28,1.11911,1.11976,1.11587,1.11590
2019.05.29,1.11596,1.11716,1.11236,1.11301
2019.05.30,1.11297,1.11427,1.11155,1.11280
2019.05.31,1.11275,1.11790,1.11245,1.11673
2019.06.03,1.11624,1.12613,1.11595,1.12389
2019.06.04,1.12395,1.12766,1.12260,1.12508
2019.06.05,1.12495,1.13059,1.12189,1.12198
2019.06.06,1.12195,1.13081,1.11997,1.12745
2019.06.07,1.12745,1.13470,1.12505,1.13319
2019.06.10,1.13217,1.13299,1.12893,1.13099
2019.06.11,1.13099,1.13367,1.13007,1.13247
2019.06.12,1.13243,1.13426,1.12816,1.12859
2019.06.13,1.12854,1.13030,1.12676,1.12753
2019.06.14,1.12749,1.12884,1.12017,1.12098
2019.06.17,1.12082,1.12462,1.12029,1.12165
2019.06.18,1.12169,1.12421,1.11806,1.11933
