ds,y_hat,y_lower,y_upper,y
2019.06.19,1.11915,1.12536,1.11864,1.12253
2019.06.20,1.12247,1.13162,1.12246,1.12908
2019.06.21,1.12907,1.13769,1.12823,1.13691
2019.06.24,1.13688,1.14033,1.13663,1.13961
2019.06.25,1.13964,1.14113,1.13435,1.13647
2019.06.26,1.13642,1.13906,1.13468,1.13668
2019.06.27,1.13659,1.13806,1.13470,1.13679
2019.06.28,1.13678,1.13927,1.13498,1.13688
2019.07.01,1.13583,1.13703,1.12802,1.12838
2019.07.02,1.12843,1.13205,1.12745,1.12835
2019.07.03,1.12832,1.13114,1.12679,1.12756
2019.07.04,1.12762,1.12943,1.12724,1.12835
2019.07.05,1.12826,1.12870,1.12068,1.12245
2019.07.08,1.12229,1.12337,1.12061,1.12126
2019.07.09,1.12132,1.12179,1.11925,1.12071
2019.07.10,1.12069,1.12634,1.12011,1.12494
2019.07.11,1.12495,1.12850,1.12444,1.12520
2019.07.12,1.12526,1.12741,1.12376,1.12692
2019.07.15,1.12682,1.12831,1.12526,1.12568
2019.07.16,1.12566,1.12626,1.12011,1.12080
2019.07.17,1.12092,1.12328,1.11991,1.12229
2019.07.18,1.12226,1.12797,1.12045,1.12743
2019.07.19,1.12750,1.12811,1.12026,1.12183
2019.07.22,1.12131,1.12246,1.12055,1.12074
2019.07.23,1.12073,1.12089,1.11451,1.11504
2019.07.24,1.11507,1.11550,1.11262,1.11387
2019.07.25,1.11392,1.11870,1.11006,1.11456
2019.07.26,1.11452,1.11502,1.11111,1.11273
2019.07.29,1.11238,1.11502,1.11122,1.11443
2019.07.30,1.11438,1.11604,1.11314,1.11533
2019.07.31,1.11532,1.11613,1.10594,1.10746
2019.08.01,1.10746,1.10948,1.10261,1.10834
2019.08.02,1.10830,1.11156,1.10692,1.11043
2019.08.05,1.11017,1.12124,1.11004,1.12018
2019.08.06,1.12019,1.12488,1.11667,1.11981
2019.08.07,1.11982,1.12411,1.11784,1.11972
2019.08.08,1.11972,1.12315,1.11761,1.11787
2019.08.09,1.11786,1.12222,1.11774,1.11996
2019.08.12,1.11969,1.12299,1.11612,1.12120
2019.08.13,1.12121,1.12277,1.11693,1.11697
2019.08.14,1.11696,1.11900,1.11300,1.11364
2019.08.15,1.11361,1.11577,1.10907,1.11055
2019.08.16,1.11056,1.11113,1.10656,1.10891
2019.08.19,1.10921,1.11130,1.10753,1.10762
2019.08.20,1.10760,1.11060,1.10648,1.10973
2019.08.21,1.10970,1.11063,1.10796,1.10831
2019.08.22,1.10834,1.11123,1.10628,1.10784
2019.08.23,1.10778,1.11524,1.10508,1.11420
2019.08.26,1.11483,1.11632,1.10935,1.10987
2019.08.27,1.10993,1.11149,1.10849,1.10878
2019.08.28,1.10877,1.10972,1.10725,1.10760
2019.08.29,1.10765,1.10927,1.10413,1.10554
2019.08.30,1.10557,1.10595,1.09624,1.09893
2019.09.02,1.09873,1.09958,1.09571,1.09665
2019.09.03,1.09675,1.09780,1.09255,1.09714
2019.09.04,1.09717,1.10375,1.09678,1.10332
2019.09.05,1.10343,1.10839,1.10160,1.10331
2019.09.06,1.10331,1.10565,1.10195,1.10241
2019.09.09,1.10228,1.10673,1.10147,1.10461
2019.09.10,1.10449,1.10586,1.10297,1.10424
2019.09.11,1.10422,1.10548,1.09844,1.10094
2019.09.12,1.10094,1.10863,1.09260,1.10620
2019.09.13,1.10620,1.11086,1.10546,1.10698
2019.09.16,1.10709,1.10856,1.09923,1.09993
2019.09.17,1.09979,1.10738,1.09895,1.10703
2019.09.18,1.10700,1.10750,1.10129,1.10286
2019.09.19,1.10285,1.10727,1.10221,1.10392
2019.09.20,1.10396,1.10668,1.09955,1.10182
2019.09.23,1.10130,1.10246,1.09652,1.09916
2019.09.24,1.09922,1.10232,1.09830,1.10177
2019.09.25,1.10186,1.10223,1.09367,1.09404
2019.09.26,1.09404,1.09666,1.09080,1.09184
2019.09.27,1.09190,1.09579,1.09040,1.09404
2019.09.30,1.09393,1.09469,1.08840,1.08972
2019.10.01,1.08971,1.09419,1.08783,1.09310
2019.10.02,1.09305,1.09627,1.09035,1.09583
2019.10.03,1.09581,1.09985,1.09402,1.09624
2019.10.04,1.09623,1.09976,1.09562,1.09763
2019.10.07,1.09792,1.09999,1.09611,1.09683
2019.10.08,1.09682,1.09953,1.09404,1.09549
2019.10.09,1.09531,1.09892,1.09492,1.09688
2019.10.10,1.09686,1.10331,1.09686,1.10043
2019.10.11,1.10044,1.10620,1.10000,1.10349
2019.10.14,1.10292,1.10420,1.10118,1.10259
2019.10.15,1.10253,1.10453,1.09905,1.10313
2019.10.16,1.10307,1.10846,1.10217,1.10701
2019.10.17,1.10705,1.11391,1.10643,1.11210
2019.10.18,1.11231,1.11704,1.11139,1.11685
2019.10.21,1.11572,1.11786,1.11380,1.11486
2019.10.22,1.11480,1.11561,1.11169,1.11236
2019.10.23,1.11236,1.11394,1.11054,1.11289
2019.10.24,1.11291,1.11619,1.10923,1.11026
2019.10.25,1.11026,1.11221,1.10722,1.10789
2019.10.27,1.10778,1.10798,1.10736,1.10783
2019.10.28,1.10783,1.11058,1.10753,1.10987
2019.10.29,1.10989,1.11177,1.10728,1.11111
2019.10.30,1.11111,1.11526,1.10793,1.11509
2019.10.31,1.11511,1.11749,1.11306,1.11507
2019.11.01,1.11505,1.11711,1.11275,1.11642
2019.11.04,1.11665,1.11746,1.11240,1.11261
2019.11.05,1.11261,1.11394,1.10627,1.10734
2019.11.06,1.10732,1.10920,1.10643,1.10646
2019.11.07,1.10645,1.10908,1.10352,1.10490
2019.11.08,1.10481,1.10545,1.10158,1.10185
2019.11.11,1.10216,1.10422,1.10157,1.10316
2019.11.12,1.10313,1.10377,1.10016,1.10071
2019.11.13,1.10076,1.10194,1.09945,1.10060
2019.11.14,1.10044,1.10266,1.09882,1.10197
2019.11.15,1.10197,1.10559,1.10137,1.10511
2019.11.18,1.10492,1.10891,1.10474,1.10704
2019.11.19,1.10705,1.10829,1.10617,1.10766
2019.11.20,1.10767,1.10805,1.10521,1.10705
2019.11.21,1.10708,1.10961,1.10513,1.10585
2019.11.22,1.10571,1.10867,1.10135,1.10182
2019.11.25,1.10145,1.10312,1.10027,1.10117
2019.11.26,1.10119,1.10247,1.10063,1.10184
2019.11.27,1.10180,1.10232,1.09915,1.09981
2019.11.28,1.09982,1.10170,1.09970,1.10054
2019.11.29,1.10065,1.10274,1.09802,1.10167
2019.12.02,1.10215,1.10900,1.10021,1.10775
2019.12.03,1.10774,1.10926,1.10651,1.10790
2019.12.04,1.10792,1.11151,1.10659,1.10759
2019.12.05,1.10761,1.11071,1.10742,1.11027
2019.12.06,1.11030,1.11089,1.10389,1.10594
2019.12.09,1.10548,1.10771,1.10524,1.10627
2019.12.10,1.10627,1.10968,1.10618,1.10895
2019.12.11,1.10900,1.11439,1.10693,1.11282
2019.12.12,1.11283,1.11534,1.11022,1.11272
2019.12.13,1.11276,1.11985,1.11016,1.11157
2019.12.16,1.11260,1.11572,1.11218,1.11413
2019.12.17,1.11417,1.11737,1.11283,1.11472
2019.12.18,1.11465,1.11533,1.11094,1.11118
2019.12.19,1.11113,1.11434,1.11064,1.11193
2019.12.20,1.11190,1.11239,1.10656,1.10747
2019.12.23,1.10795,1.10950,1.10691,1.10876
2019.12.24,1.10873,1.10932,1.10683,1.10864
2019.12.26,1.10866,1.11081,1.10813,1.10957
2019.12.27,1.10954,1.11875,1.10935,1.11749
2019.12.30,1.11762,1.12199,1.11705,1.11968
2019.12.31,1.11966,1.12384,1.11963,1.12282
2020.01.02,1.12080,1.12133,1.11628,1.11701
2020.01.03,1.11705,1.11790,1.11240,1.11554
2020.01.06,1.11655,1.12047,1.11564,1.11955
2020.01.07,1.11955,1.11971,1.11328,1.11509
2020.01.08,1.11505,1.11674,1.11008,1.11042
2020.01.09,1.11043,1.11196,1.10918,1.11037
2020.01.10,1.11035,1.11284,1.10843,1.11156
2020.01.13,1.11095,1.11462,1.11095,1.11323
2020.01.14,1.11326,1.11437,1.11036,1.11255
2020.01.15,1.11252,1.11627,1.11178,1.11485
2020.01.16,1.11485,1.11720,1.11272,1.11345
2020.01.17,1.11344,1.11418,1.10853,1.10875
2020.01.20,1.10889,1.11017,1.10759,1.10921
2020.01.21,1.10924,1.11173,1.10798,1.10798
2020.01.22,1.10806,1.10976,1.10694,1.10912
2020.01.23,1.10906,1.11079,1.10356,1.10509
2020.01.24,1.10502,1.10608,1.10189,1.10211
2020.01.27,1.10298,1.10368,1.10089,1.10172
2020.01.28,1.10176,1.10244,1.09971,1.10214
2020.01.29,1.10213,1.10269,1.09916,1.10065
2020.01.30,1.10077,1.10386,1.10036,1.10285
2020.01.31,1.10288,1.10949,1.10161,1.10931
2020.02.03,1.10920,1.10924,1.10349,1.10586
2020.02.04,1.10558,1.10633,1.10320,1.10425
2020.02.05,1.10433,1.10469,1.09928,1.09971
2020.02.06,1.09975,1.10131,1.09636,1.09796
2020.02.07,1.09797,1.09842,1.09413,1.09423
2020.02.10,1.09416,1.09567,1.09069,1.09099
2020.02.11,1.09092,1.09240,1.08904,1.09143
2020.02.12,1.09146,1.09248,1.08647,1.08714
2020.02.13,1.08714,1.08880,1.08333,1.08383
2020.02.14,1.08378,1.08605,1.08265,1.08284
2020.02.17,1.08387,1.08502,1.08284,1.08320
2020.02.18,1.08329,1.08366,1.07848,1.07911
2020.02.19,1.07892,1.08110,1.07814,1.08024
2020.02.20,1.08016,1.08203,1.07769,1.07821
2020.02.21,1.07813,1.08627,1.07813,1.08466
2020.02.24,1.08123,1.08713,1.08043,1.08506
2020.02.25,1.08507,1.08895,1.08293,1.08791
2020.02.26,1.08793,1.09078,1.08541,1.08791
2020.02.27,1.08792,1.10056,1.08741,1.09971
2020.02.28,1.09974,1.10522,1.09501,1.10254
2020.03.02,1.10442,1.11838,1.10355,1.11315
2020.03.03,1.11321,1.12127,1.10944,1.11680
2020.03.04,1.11682,1.11870,1.10947,1.11317
2020.03.05,1.11321,1.12441,1.11188,1.12309
2020.03.06,1.12354,1.13539,1.12107,1.12892
2020.03.08,1.13450,1.13555,1.13329,1.13446
2020.03.09,1.13448,1.14947,1.13391,1.14473
2020.03.10,1.14476,1.14572,1.12703,1.12863
2020.03.11,1.12855,1.13659,1.12493,1.12579
2020.03.12,1.12623,1.13325,1.10545,1.11652
2020.03.13,1.11653,1.12206,1.10542,1.11005
2020.03.15,1.10653,1.11982,1.10651,1.11875
2020.03.16,1.11870,1.12358,1.10837,1.11740
2020.03.17,1.11740,1.11883,1.09545,1.10031
2020.03.18,1.10053,1.10444,1.08010,1.09101
2020.03.19,1.09101,1.09805,1.06535,1.06616
2020.03.20,1.06616,1.08300,1.06368,1.06964
2020.03.22,1.07003,1.07062,1.06900,1.06914
2020.03.23,1.06913,1.08265,1.06349,1.07226
2020.03.24,1.07220,1.08874,1.07214,1.07790
2020.03.25,1.07788,1.08931,1.07594,1.08756
2020.03.26,1.08756,1.10580,1.08693,1.10258
2020.03.27,1.10255,1.11463,1.09525,1.11366
2020.03.30,1.11127,1.11433,1.10091,1.10411
2020.03.31,1.10413,1.10512,1.09259,1.10238
2020.04.01,1.10268,1.10381,1.09020,1.09579
2020.04.02,1.09602,1.09672,1.08199,1.08489
2020.04.03,1.08535,1.08599,1.07720,1.08070
2020.04.06,1.08104,1.08346,1.07676,1.07913
2020.04.07,1.07915,1.09257,1.07813,1.08900
2020.04.08,1.08894,1.09013,1.08294,1.08539
2020.04.09,1.08529,1.09510,1.08402,1.09280
2020.04.10,1.09278,1.09516,1.09179,1.09294
2020.04.13,1.09466,1.09670,1.08918,1.09065
2020.04.14,1.09027,1.09864,1.08987,1.09783
2020.04.15,1.09769,1.09892,1.08556,1.09037
2020.04.16,1.09052,1.09105,1.08158,1.08371
2020.04.17,1.08346,1.08917,1.08112,1.08703
2020.04.20,1.08629,1.08959,1.08405,1.08580
2020.04.21,1.08579,1.08793,1.08158,1.08557
2020.04.22,1.08542,1.08843,1.08024,1.08216
2020.04.23,1.08217,1.08461,1.07553,1.07745
2020.04.24,1.07751,1.08290,1.07262,1.08218
2020.04.27,1.08176,1.08594,1.08106,1.08264
2020.04.28,1.08256,1.08877,1.08089,1.08170
2020.04.29,1.08177,1.08848,1.08170,1.08741
2020.04.30,1.08683,1.09718,1.08321,1.09502
2020.05.01,1.09477,1.10174,1.09336,1.09777
2020.05.04,1.09660,1.09783,1.08947,1.09063
2020.05.05,1.09022,1.09250,1.08249,1.08320
2020.05.06,1.08324,1.08454,1.07813,1.07911
2020.05.07,1.07896,1.08332,1.07657,1.08302
2020.05.08,1.08289,1.08747,1.08143,1.08385
2020.05.11,1.08229,1.08496,1.07995,1.08051
2020.05.12,1.08029,1.08843,1.07835,1.08451
2020.05.13,1.08462,1.08957,1.08109,1.08165
2020.05.14,1.08161,1.08231,1.07739,1.08029
2020.05.15,1.08026,1.08500,1.07881,1.08179
2020.05.18,1.08034,1.09261,1.07991,1.09113
2020.05.19,1.09146,1.09752,1.09014,1.09215
2020.05.20,1.09193,1.09983,1.09164,1.09751
2020.05.21,1.09761,1.10075,1.09363,1.09459
2020.05.22,1.09445,1.09528,1.08845,1.09011
2020.05.25,1.08889,1.09137,1.08697,1.08948
2020.05.26,1.08939,1.09949,1.08899,1.09812
2020.05.27,1.09806,1.10299,1.09329,1.10026
2020.05.28,1.10016,1.10928,1.09909,1.10754
2020.05.29,1.10752,1.11441,1.10669,1.11012
2020.06.01,1.11121,1.11528,1.10996,1.11335
2020.06.02,1.11347,1.11951,1.11143,1.11658
2020.06.03,1.11670,1.12568,1.11658,1.12313
2020.06.04,1.12316,1.13612,1.11941,1.13361
2020.06.05,1.13358,1.13830,1.12776,1.12904
2020.06.08,1.12893,1.13188,1.12675,1.12928
2020.06.09,1.12878,1.13630,1.12402,1.13380
2020.06.10,1.13379,1.14213,1.13209,1.13623
2020.06.11,1.13681,1.14027,1.12878,1.12929
2020.06.12,1.12877,1.13397,1.12117,1.12556
2020.06.15,1.12290,1.13315,1.12256,1.13210
2020.06.16,1.13196,1.13524,1.12270,1.12623
2020.06.17,1.12621,1.12931,1.12065,1.12422
2020.06.18,1.12375,1.12605,1.11846,1.12038
2020.06.19,1.12037,1.12536,1.11673,1.11757
2020.06.22,1.11783,1.12689,1.11677,1.12582
2020.06.23,1.12546,1.13477,1.12323,1.13065
2020.06.24,1.13066,1.13249,1.12473,1.12493
2020.06.25,1.12447,1.12588,1.11895,1.12157
2020.06.26,1.12115,1.12385,1.11945,1.12170
2020.06.29,1.12144,1.12869,1.12137,1.12402
2020.06.30,1.12354,1.12610,1.11900,1.12320
2020.07.01,1.12285,1.12742,1.11842,1.12499
2020.07.02,1.12481,1.13018,1.12225,1.12376
2020.07.03,1.12272,1.12518,1.12185,1.12359
2020.07.06,1.12412,1.13448,1.12365,1.13075
2020.07.07,1.13019,1.13316,1.12581,1.12720
2020.07.08,1.12692,1.13508,1.12615,1.13285
2020.07.09,1.13258,1.13699,1.12792,1.12832
2020.07.10,1.12776,1.13240,1.12541,1.12970
2020.07.13,1.12975,1.13741,1.12975,1.13416
2020.07.14,1.13375,1.14079,1.13243,1.13980
2020.07.15,1.13905,1.14511,1.13903,1.14103
2020.07.16,1.14037,1.14411,1.13696,1.13822
2020.07.17,1.13820,1.14428,1.13767,1.14239
2020.07.20,1.14049,1.14669,1.14017,1.14464
2020.07.21,1.14420,1.15389,1.14220,1.15256
2020.07.22,1.15251,1.16006,1.15060,1.15680
2020.07.23,1.15700,1.16260,1.15396,1.15944
2020.07.24,1.15890,1.16570,1.15806,1.16541
2020.07.27,1.16385,1.17804,1.16380,1.17501
2020.07.28,1.17484,1.17729,1.16979,1.17139
2020.07.29,1.17097,1.18053,1.17097,1.17903
2020.07.30,1.17841,1.18473,1.17299,1.18457
2020.07.31,1.18449,1.19079,1.17610,1.17750
2020.08.03,1.17695,1.17959,1.16951,1.17613
2020.08.04,1.17603,1.18049,1.17205,1.18012
2020.08.05,1.17949,1.19040,1.17921,1.18617
2020.08.06,1.18592,1.19154,1.18171,1.18749
2020.08.07,1.18751,1.18820,1.17543,1.17838
2020.08.10,1.17880,1.17998,1.17351,1.17356
2020.08.11,1.17348,1.18063,1.17210,1.17387
2020.08.12,1.17383,1.18154,1.17102,1.17832
2020.08.13,1.17792,1.18633,1.17768,1.18123
2020.08.14,1.18101,1.18495,1.17808,1.18393
2020.08.17,1.18390,1.18803,1.18279,1.18689
2020.08.18,1.18655,1.19648,1.18608,1.19294
2020.08.19,1.19257,1.19519,1.18296,1.18357
2020.08.20,1.18333,1.18678,1.18014,1.18590
2020.08.21,1.18552,1.18820,1.17533,1.17947
2020.08.24,1.17893,1.18489,1.17834,1.17859
2020.08.25,1.17862,1.18427,1.17833,1.18331
2020.08.26,1.18318,1.18383,1.17716,1.18289
2020.08.27,1.18268,1.19010,1.17614,1.18204
2020.08.28,1.18189,1.19189,1.18102,1.19046
2020.08.31,1.18966,1.19653,1.18834,1.19345
2020.09.01,1.19303,1.20103,1.19004,1.19098
2020.09.02,1.19087,1.19278,1.18213,1.18531
2020.09.03,1.18484,1.18657,1.17880,1.18503
2020.09.04,1.18459,1.18645,1.17800,1.18363
2020.09.07,1.18443,1.18478,1.18103,1.18104
2020.09.08,1.18106,1.18266,1.17647,1.17715
2020.09.09,1.17752,1.18329,1.17521,1.18016
2020.09.10,1.17980,1.19164,1.17953,1.18132
2020.09.11,1.18132,1.18732,1.18093,1.18426
2020.09.14,1.18349,1.18871,1.18305,1.18606
2020.09.15,1.18593,1.18997,1.18388,1.18445
2020.09.16,1.18434,1.18815,1.17865,1.18141
2020.09.17,1.18115,1.18516,1.17364,1.18462
2020.09.18,1.18446,1.18696,1.18256,1.18400
2020.09.21,1.18373,1.18710,1.17308,1.17694
2020.09.22,1.17612,1.17729,1.16911,1.17065
2020.09.23,1.17032,1.17182,1.16506,1.16583
2020.09.24,1.16582,1.16861,1.16257,1.16667
2020.09.25,1.16654,1.16842,1.16115,1.16297
2020.09.28,1.16182,1.16792,1.16144,1.16654
2020.09.29,1.16599,1.17448,1.16599,1.17411
2020.09.30,1.17408,1.17542,1.16840,1.17185
2020.10.01,1.17158,1.17689,1.17158,1.17437
2020.10.02,1.17454,1.17472,1.16951,1.17156
2020.10.05,1.17110,1.17968,1.17051,1.17820
2020.10.06,1.17780,1.18069,1.17310,1.17322
2020.10.07,1.17292,1.17811,1.17242,1.17579
2020.10.08,1.17567,1.17810,1.17320,1.17586
2020.10.09,1.17543,1.18302,1.17543,1.18287
2020.10.12,1.18065,1.18259,1.17860,1.18104
2020.10.13,1.18104,1.18155,1.17298,1.17418
2020.10.14,1.17409,1.17703,1.17184,1.17440
2020.10.15,1.17408,1.17570,1.16877,1.17040
2020.10.16,1.17052,1.17454,1.16933,1.17143
2020.10.19,1.17154,1.17929,1.17024,1.17692
2020.10.20,1.17643,1.18399,1.17591,1.18192
2020.10.21,1.18175,1.18798,1.18175,1.18538
2020.10.22,1.18577,1.18661,1.18108,1.18155
2020.10.23,1.18127,1.18640,1.17860,1.18560
2020.10.25,1.18510,1.18558,1.18462,1.18548
2020.10.26,1.18562,1.18589,1.18025,1.18084
2020.10.27,1.18082,1.18380,1.17772,1.17867
2020.10.28,1.17865,1.17871,1.17171,1.17449
2020.10.29,1.17446,1.17579,1.16493,1.16737
2020.10.30,1.16735,1.17033,1.16391,1.16441
2020.11.02,1.16470,1.16549,1.16215,1.16393
2020.11.03,1.16392,1.17390,1.16283,1.17156
2020.11.04,1.17156,1.17707,1.16018,1.17183
2020.11.05,1.17223,1.18589,1.17100,1.18193
2020.11.06,1.18212,1.18902,1.17947,1.18742
2020.11.09,1.18879,1.19191,1.17947,1.18097
2020.11.10,1.18114,1.18424,1.17791,1.18098
2020.11.11,1.18101,1.18320,1.17448,1.17745
2020.11.12,1.17724,1.18224,1.17579,1.18015
2020.11.13,1.18008,1.18368,1.17975,1.18325
2020.11.16,1.18371,1.18677,1.18134,1.18482
2020.11.17,1.18485,1.18929,1.18417,1.18595
2020.11.18,1.18572,1.18902,1.18486,1.18496
2020.11.19,1.18489,1.18817,1.18155,1.18728
2020.11.20,1.18685,1.18899,1.18490,1.18558
2020.11.23,1.18500,1.19052,1.17994,1.18372
2020.11.24,1.18375,1.18954,1.18363,1.18868
2020.11.25,1.18860,1.19290,1.18811,1.19112
2020.11.26,1.19101,1.19400,1.18844,1.19103
2020.11.27,1.19085,1.19648,1.19068,1.19583
2020.11.30,1.19570,1.20025,1.19220,1.19220
2020.12.01,1.19225,1.20758,1.19175,1.20660
2020.12.02,1.20652,1.21177,1.20393,1.21107
2020.12.03,1.21103,1.21737,1.21002,1.21424
2020.12.04,1.21375,1.21766,1.21095,1.21180
2020.12.07,1.21265,1.21655,1.20778,1.21049
2020.12.08,1.21052,1.21332,1.20947,1.20994
2020.12.09,1.20997,1.21463,1.20582,1.20771
2020.12.10,1.20765,1.21581,1.20715,1.21329
2020.12.11,1.21350,1.21622,1.21048,1.21097
2020.12.14,1.21362,1.21759,1.21148,1.21399
2020.12.15,1.21391,1.21681,1.21209,1.21474
2020.12.16,1.21471,1.22114,1.21241,1.21946
2020.12.17,1.21944,1.22720,1.21891,1.22640
2020.12.18,1.22640,1.22707,1.22246,1.22522
2020.12.21,1.22169,1.22522,1.21291,1.22384
2020.12.22,1.22388,1.22561,1.21514,1.21583
2020.12.23,1.21582,1.22202,1.21532,1.21825
2020.12.24,1.21822,1.22149,1.21765,1.21818
2020.12.28,1.21845,1.22496,1.21786,1.22118
2020.12.29,1.22110,1.22743,1.22041,1.22443
2020.12.30,1.22435,1.23089,1.22431,1.22971
2020.12.31,1.22922,1.23083,1.22201,1.22241
2021.01.04,1.22345,1.23087,1.22260,1.22506
2021.01.05,1.22460,1.23046,1.22420,1.22899
2021.01.06,1.22909,1.23485,1.22649,1.23215
2021.01.07,1.23217,1.23436,1.22443,1.22675
2021.01.08,1.22681,1.22840,1.21922,1.22202
2021.01.11,1.22135,1.22219,1.21314,1.21482
2021.01.12,1.21468,1.22088,1.21363,1.22031
2021.01.13,1.22022,1.22220,1.21391,1.21539
2021.01.14,1.21524,1.21775,1.21104,1.21530
2021.01.15,1.21501,1.21618,1.20743,1.20743
2021.01.18,1.20823,1.20861,1.20527,1.20763
2021.01.19,1.20735,1.21441,1.20722,1.21271
2021.01.20,1.21262,1.21574,1.20759,1.21044
2021.01.21,1.21006,1.21721,1.20995,1.21611
2021.01.22,1.21569,1.21888,1.21508,1.21701
2021.01.25,1.21665,1.21823,1.21151,1.21383
2021.01.26,1.21367,1.21751,1.21069,1.21581
2021.01.27,1.21555,1.21692,1.20577,1.21115
2021.01.28,1.21065,1.21412,1.20799,1.21169
2021.01.29,1.21192,1.21552,1.20937,1.21360
2021.02.01,1.21265,1.21358,1.20551,1.20569
2021.02.02,1.20582,1.20871,1.20108,1.20402
2021.02.03,1.20397,1.20494,1.20033,1.20329
2021.02.04,1.20310,1.20420,1.19565,1.19595
2021.02.05,1.19575,1.20492,1.19516,1.20473
2021.02.08,1.20331,1.20652,1.20190,1.20453
2021.02.09,1.20453,1.21211,1.20441,1.21185
2021.02.10,1.21133,1.21431,1.21082,1.21147
2021.02.11,1.21157,1.21487,1.21129,1.21266
2021.02.12,1.21262,1.21342,1.20808,1.21174
2021.02.15,1.21204,1.21443,1.21158,1.21249
2021.02.16,1.21249,1.21687,1.20943,1.21024
2021.02.17,1.21055,1.21071,1.20224,1.20339
2021.02.18,1.20313,1.20938,1.20313,1.20851
2021.02.19,1.20877,1.21436,1.20816,1.21162
2021.02.22,1.21108,1.21686,1.20904,1.21503
2021.02.23,1.21507,1.21791,1.21345,1.21472
2021.02.24,1.21446,1.21739,1.21083,1.21617
2021.02.25,1.21599,1.22424,1.21552,1.21742
2021.02.26,1.21742,1.21828,1.20615,1.20719
2021.03.01,1.20661,1.21005,1.20268,1.20451
2021.03.02,1.20464,1.20936,1.19909,1.20871
2021.03.03,1.20886,1.21123,1.20419,1.20605
2021.03.04,1.20588,1.20654,1.19609,1.19627
2021.03.05,1.19640,1.19760,1.18920,1.19080
2021.03.08,1.19136,1.19314,1.18433,1.18444
2021.03.09,1.18419,1.19149,1.18347,1.18963
2021.03.10,1.18977,1.19289,1.18681,1.19251
2021.03.11,1.19259,1.19891,1.19148,1.19811
2021.03.12,1.19736,1.19877,1.19092,1.19517
2021.03.14,1.19451,1.19507,1.19428,1.19502
2021.03.15,1.19502,1.19666,1.19103,1.19267
2021.03.16,1.19264,1.19511,1.18812,1.19003
2021.03.17,1.19006,1.19848,1.18856,1.19795
2021.03.18,1.19786,1.19881,1.19054,1.19133
2021.03.19,1.19130,1.19365,1.18731,1.19037
2021.03.21,1.18701,1.18826,1.18687,1.18791
2021.03.22,1.18787,1.19462,1.18739,1.19326
2021.03.23,1.19323,1.19400,1.18412,1.18505
2021.03.24,1.18471,1.18510,1.18080,1.18117
2021.03.25,1.18116,1.18269,1.17603,1.17678
2021.03.26,1.17675,1.18043,1.17675,1.17921
2021.03.29,1.17884,1.17931,1.17600,1.17628
2021.03.30,1.17617,1.17730,1.17105,1.17128
2021.03.31,1.17149,1.17592,1.17033,1.17262
2021.04.01,1.17273,1.17792,1.17119,1.17727
2021.04.02,1.17717,1.17859,1.17484,1.17583
2021.04.05,1.17532,1.18188,1.17370,1.18106
2021.04.06,1.18095,1.18769,1.17944,1.18725
2021.04.07,1.18701,1.19139,1.18601,1.18622
2021.04.08,1.18620,1.19266,1.18600,1.19090
2021.04.09,1.19106,1.19193,1.18663,1.19011
2021.04.12,1.18877,1.19183,1.18704,1.19065
2021.04.13,1.19078,1.19551,1.18767,1.19455
2021.04.14,1.19450,1.19866,1.19414,1.19754
2021.04.15,1.19758,1.19926,1.19554,1.19631
2021.04.16,1.19609,1.19939,1.19498,1.19807
2021.04.19,1.19712,1.20471,1.19418,1.20331
2021.04.20,1.20329,1.20790,1.20217,1.20315
2021.04.21,1.20324,1.20429,1.19978,1.20310
2021.04.22,1.20326,1.20688,1.19928,1.20102
2021.04.23,1.20119,1.20992,1.20095,1.20960
2021.04.26,1.20912,1.21161,1.20602,1.20803
2021.04.27,1.20805,1.20920,1.20560,1.20857
2021.04.28,1.20874,1.21339,1.20554,1.21212
2021.04.29,1.21214,1.21491,1.21013,1.21141
2021.04.30,1.21105,1.21257,1.20156,1.20185
2021.05.03,1.20300,1.20752,1.20123,1.20597
2021.05.04,1.20614,1.20633,1.19982,1.20100
2021.05.05,1.20084,1.20257,1.19852,1.19994
2021.05.06,1.20014,1.20708,1.19923,1.20604
2021.05.07,1.20579,1.21707,1.20522,1.21630
2021.05.10,1.21604,1.21775,1.21264,1.21264
2021.05.11,1.21256,1.21808,1.21224,1.21447
2021.05.12,1.21429,1.21515,1.20649,1.20665
2021.05.13,1.20672,1.21053,1.20505,1.20747
2021.05.14,1.20766,1.21469,1.20703,1.21446
2021.05.17,1.21424,1.21680,1.21254,1.21501
2021.05.18,1.21473,1.22332,1.21473,1.22195
2021.05.19,1.22188,1.22442,1.21592,1.21699
2021.05.20,1.21652,1.22284,1.21652,1.22244
2021.05.21,1.22241,1.22391,1.21599,1.21789
2021.05.24,1.21761,1.22291,1.21714,1.22128
2021.05.25,1.22087,1.22656,1.22084,1.22443
2021.05.26,1.22465,1.22621,1.21810,1.21869
2021.05.27,1.21889,1.22142,1.21744,1.21907
2021.05.28,1.21898,1.22041,1.21317,1.21911
2021.05.31,1.21959,1.22307,1.21826,1.22233
2021.06.01,1.22260,1.22536,1.22109,1.22110
2021.06.02,1.22093,1.22258,1.21633,1.22062
2021.06.03,1.22076,1.22136,1.21175,1.21229
2021.06.04,1.21243,1.21850,1.21031,1.21652
2021.06.07,1.21589,1.22010,1.21441,1.21876
